QueryId,EntityId,Relevance C_TFIDF
005,3378444,17.39393340339423
005,517716,7.520237749639596
009,853906,14.896142432424892
009,1976827,10.953253331187211
010,3695355,32.15121391421376
010,2990782,30.05508360131825
010,4402381,29.37747172998501
010,4402187,26.603729545756266
010,4402191,25.89447032497513
010,2536009,25.862822975527234
010,4402186,24.507599232860755
010,2983143,23.766692662631723
010,796874,23.766692662631723
010,348259,23.766692662631723
010,4402172,23.08908079129849
010,2932917,22.37982157051735
010,2457662,22.37982157051735
010,2535951,21.670562349736215
010,2535922,21.670562349736215
010,4540314,19.574432036840708
010,2535996,19.574432036840708
010,2535947,19.574432036840708
010,2535790,19.574432036840708
010,2535686,19.574432036840708
010,4185057,17.4783017239452
010,3183283,17.4783017239452
010,2933072,17.4783017239452
010,2535995,17.4783017239452
010,2535994,17.4783017239452
010,2535948,17.4783017239452
010,2535943,17.4783017239452
010,2535916,17.4783017239452
010,2535866,17.4783017239452
010,2535833,17.4783017239452
010,2535828,17.4783017239452
010,2535807,17.4783017239452
010,2535802,17.4783017239452
010,2535727,17.4783017239452
010,2535703,17.4783017239452
010,2535617,17.4783017239452
010,4402250,16.800689852611963
010,4402189,16.091430631830825
010,2936515,15.382171411049693
010,2535957,15.382171411049693
010,2535895,15.382171411049693
010,2535846,15.382171411049693
010,2535780,15.382171411049693
010,2535758,15.382171411049693
010,2535720,15.382171411049693
010,2535699,15.382171411049693
010,1971617,15.382171411049693
010,1945782,15.382171411049693
010,4402190,13.99530031893532
010,4402188,13.99530031893532
010,3484880,13.99530031893532
010,270949,13.99530031893532
010,4546674,13.286041098154183
010,4331815,13.286041098154183
010,4292848,13.286041098154183
010,2535819,13.286041098154183
010,2535782,13.286041098154183
010,1709603,13.286041098154183
010,1565428,13.286041098154183
010,1081625,13.286041098154183
010,705640,13.286041098154183
010,352120,13.286041098154183
010,3505941,12.608429226820947
010,4466769,11.89917000603981
010,4402142,11.89917000603981
010,3821939,11.189910785258675
010,3133421,11.189910785258675
010,2090368,11.189910785258675
010,4402114,9.803039693144303
010,2963687,9.803039693144303
010,3576293,9.093780472363168
010,3181949,9.093780472363168
010,2448468,9.093780472363168
010,1407084,9.093780472363168
010,1254449,9.093780472363168
010,4541545,7.706909380248795
010,4466881,7.706909380248795
010,4402236,7.706909380248795
010,2971450,7.706909380248795
010,1660736,7.706909380248795
010,4024207,6.99765015946766
010,3251889,6.99765015946766
010,3010336,6.99765015946766
010,2457661,6.99765015946766
010,2007517,6.99765015946766
010,1493654,6.99765015946766
010,1291020,6.99765015946766
010,1007792,6.99765015946766
010,640798,6.99765015946766
010,4529366,4.9015198465721515
010,4496742,4.9015198465721515
010,4466797,4.9015198465721515
010,4237950,4.9015198465721515
010,4048965,4.9015198465721515
010,3327734,4.9015198465721515
010,2941128,4.9015198465721515
010,2891875,4.9015198465721515
010,2614731,4.9015198465721515
010,2498280,4.9015198465721515
013,458648,20.649245577186836
013,558243,14.570178346211524
015,3592560,13.389931171497093
015,3136663,11.3665903335855
015,2765561,11.3665903335855
015,2867885,10.957648443406438
015,2448635,9.46475376357557
015,1978003,9.46475376357557
015,3136859,7.441412925663979
015,1426687,7.441412925663979
015,708311,7.441412925663979
015,465082,7.441412925663979
017,290446,26.585857354719895
017,4160758,26.222181076447036
017,1311818,25.139525764125455
017,2601195,24.768740803098524
017,1838693,23.69319417353102
017,1415737,23.32240921250409
017,4094490,23.213453204250897
017,1311832,22.81624943072597
017,1311814,22.81624943072597
017,616542,22.81624943072597
017,290464,22.81624943072597
017,1311846,22.246862582936583
017,1311842,22.246862582936583
017,4317457,21.67747573514719
017,337834,21.28738064437634
017,1311817,20.800530992342146
017,3491982,20.410435901571297
017,1311815,19.046641506732055
017,1311811,19.046641506732055
017,3491968,17.99751368966254
017,3299384,17.99751368966254
017,1851889,17.79891180290008
017,1311813,17.60030991613762
017,1311843,16.153978325543182
017,4419504,15.475635469500599
017,3338714,15.277033582738138
017,2458194,15.277033582738138
017,1588419,14.995894500220476
017,4364811,14.797292613458017
017,2546330,14.797292613458017
017,3088053,14.317551644177895
017,2344280,13.830701992143702
017,3874396,13.35096102286358
017,1852338,13.35096102286358
017,1687165,13.35096102286358
017,801800,13.35096102286358
017,2755416,13.152359136101117
017,1659137,13.152359136101117
017,1030740,13.152359136101117
017,1872906,12.672618166820996
017,4499712,12.384370401549262
017,3061117,12.384370401549262
017,2065866,12.384370401549262
017,1826972,12.384370401549262
017,1370235,12.384370401549262
017,1030504,12.384370401549262
017,3515152,11.706027545506679
017,3422026,11.706027545506679
017,1647313,11.706027545506679
017,1418419,11.706027545506679
017,1418200,11.706027545506679
017,1049922,11.706027545506679
017,496961,11.706027545506679
017,313158,11.706027545506679
017,229571,11.706027545506679
017,1717437,11.50742565874422
017,1453421,11.50742565874422
017,3874397,11.027684689464097
017,1634242,11.027684689464097
017,3745123,10.061094068149782
017,3279203,10.061094068149782
017,3128846,10.061094068149782
017,3060903,10.061094068149782
017,2745922,10.061094068149782
017,2586816,10.061094068149782
017,2452463,10.061094068149782
017,1599739,10.061094068149782
017,1208872,10.061094068149782
017,1137198,10.061094068149782
017,826763,10.061094068149782
017,318030,10.061094068149782
017,4491523,9.382751212107198
017,4484235,9.382751212107198
017,3710747,9.382751212107198
017,3358830,9.382751212107198
017,2594391,9.382751212107198
017,2206011,9.382751212107198
017,1745934,9.382751212107198
017,1687166,9.382751212107198
