QueryId,EntityId,Relevance C_BM25
005,3378444,8.633691884490819
005,517716,6.665493131797452
009,1976827,11.298250852000296
009,853906,9.374110016051024
010,4402186,8.450549124697499
010,4402187,8.4435470719077
010,4402381,8.412212683435703
010,4402142,8.357777173950277
010,4402191,8.340454693850832
010,4402190,7.828563024238003
010,4466769,7.821380976566694
010,4402172,7.795677268531762
010,270949,7.593753825364283
010,2932917,7.435571183055022
010,4402188,7.390729564334329
010,2457662,7.32306589065429
010,4402189,7.270658943070622
010,4402114,7.194793897016504
010,1971617,7.136702771617367
010,2933072,7.020629625217585
010,1709603,7.016468870745049
010,2535790,6.937852396156118
010,4402250,6.862787343570783
010,4185057,6.800120259286823
010,352120,6.640272231689998
010,2535916,6.628776589576345
010,4466881,6.628092408014231
010,2535819,6.562784492225495
010,2535996,6.539871622107656
010,2535922,6.53284959904269
010,2535895,6.5209379185706275
010,2535828,6.507878381967581
010,3505941,6.501017519068318
010,2535686,6.493497792165467
010,2535995,6.488316349738331
010,2535833,6.488316349738331
010,2535807,6.473750875526147
010,2535994,6.468915722350635
010,2535951,6.450240046506255
010,4292848,6.431096050170135
010,2536009,6.419548371177066
010,2535727,6.411659239758963
010,2535802,6.3975617169662105
010,4540314,6.394714792714126
010,4546674,6.39231502911929
010,2535866,6.374253856170578
010,2535780,6.366751312867848
010,2936515,6.35681028330727
010,2535617,6.355774408090436
010,2535943,6.346589586212414
010,2535699,6.332134505054219
010,3821939,6.290556370652833
010,3484880,6.284839090937281
010,3183283,6.256695091027348
010,2535703,6.221698458535955
010,2535957,6.198431410483474
010,1081625,6.166247496089669
010,2535947,6.157488969924116
010,2535720,6.156994150851033
010,2535846,6.13880688360707
010,705640,6.136258668269078
010,2535758,6.1342817712779585
010,2971450,6.129256772086162
010,3695355,6.077323132146752
010,2983143,6.061124682836155
010,4331815,6.019803077051876
010,2535948,6.006479170705456
010,2535782,6.000917815321596
010,2990782,5.9869374743430335
010,348259,5.978701807553026
010,2448468,5.954429099150892
010,3181949,5.924450809231558
010,4402236,5.898098197962314
010,1945782,5.865472932961648
010,796874,5.817466312809062
010,1007792,5.644894397705327
010,1565428,5.595006551912235
010,2007517,5.573119326003764
010,292228,5.526395053312813
010,2278886,5.448824849286628
010,4529366,5.423449771966555
010,2963687,5.403313535367687
010,3576293,5.3629453289381015
010,448857,5.348723056639862
010,1407084,5.306002151370336
010,388829,5.300038853621801
010,1254449,5.178068791792956
010,2941128,5.0914957408817685
010,1326715,5.054664582310048
010,4541545,5.009273011331583
010,2090368,4.9565776863648345
010,4048965,4.933328778293411
010,640798,4.92668958133376
010,2457661,4.867481707348944
010,1175065,4.831005026084559
010,1660736,4.812122208595393
010,1493654,4.781355650316651
010,3010336,4.7486995941600965
010,3327734,4.7328396824246175
010,4496742,4.713683405463485
010,2469923,4.713683405463485
010,4466797,4.707332393588271
010,714001,4.614080230212274
013,458648,10.762081329543776
013,558243,7.547433538765086
015,3136663,9.539913237192991
015,3592560,8.37227968641426
015,2765561,7.859273090632703
015,2867885,7.7445337191709935
015,3136859,7.344514058280854
015,1426687,7.17560477904866
015,2448635,7.158737485436992
015,465082,6.238769119127154
015,708311,6.0329848572615665
015,1978003,5.663009063190945
017,1311817,11.468955856323248
017,1311842,11.28534695551821
017,1311843,11.238318195916328
017,1838693,11.218580026280591
017,2601195,11.154472467215252
017,1659137,11.124805986611854
017,4364811,10.95081643794133
017,1415737,10.945307535008876
017,3491982,10.93325405964968
017,1311846,10.927370392888161
017,4160758,10.879459424132373
017,1851889,10.822683016367376
017,4094490,10.806216858754475
017,3299384,10.79577544987714
017,337834,10.517466340238224
017,290464,10.336115068203563
017,1418419,10.270759977478324
017,1647313,10.257589195924327
017,1311832,10.254585875814442
017,2755416,10.200543224853384
017,3491968,10.096064281103677
017,1311811,10.089708447715683
017,1049922,10.089521495095548
017,616542,10.0885084774585
017,313158,10.051548806149539
017,1311814,9.989014578830222
017,1311818,9.985770954380193
017,496961,9.939396711136993
017,3338714,9.780159767072611
017,1852338,9.765641270234354
017,1588419,9.576796158067465
017,3710747,9.542178978062056
017,3874396,9.423414204340654
017,2586816,9.39911878590835
017,4317457,9.396846208098601
017,1345368,9.32932033787647
017,3806389,9.282217948215774
017,1687160,9.282217948215774
017,4419504,9.260388596824846
017,2344280,9.21780800663716
017,3061117,9.175759056731172
017,2573288,9.158905969150332
017,2458194,9.142428817305046
017,3358830,9.137846016736182
017,1030740,9.095015539159032
017,3422026,9.045967827017577
017,1717437,9.032539792318428
017,2546330,8.9982236019284
017,3517287,8.994605677914826
017,1311813,8.916139779184576
017,1030504,8.821840369534113
017,4484235,8.80284855725433
017,1311815,8.74756121746129
017,801800,8.724396295256591
017,1453421,8.677345593316486
017,763282,8.655822654662346
017,3874397,8.652740010785203
017,1687165,8.640490169282792
017,3128846,8.615413886795219
017,3088053,8.608866644336098
017,1370235,8.577408344608529
017,4549148,8.469731409072475
017,2166993,8.456744889124005
017,956113,8.418023179778963
017,2452463,8.396709801572369
017,686906,8.33963027974389
017,4055697,8.25424695835014
017,4232334,8.22961455044113
017,1634242,8.2015464840572
017,4491523,8.182372291200535
017,3915075,8.02602803571354
017,3060903,7.991807871992756
017,1745934,7.981885485683521
017,4236267,7.945096495096498
017,879712,7.933667893009317
017,1418200,7.9084227620793826
017,220804,7.777051595878262
017,420769,7.744954138869188
017,3843973,7.584548751192132
017,826763,7.5754305591373505
017,2883829,7.574133191691657
017,4196194,7.563746199509021
