QueryId,EntityId,Relevance D_TFIDF
001,3664889,125.5639533624395
001,773770,78.91855705109188
001,902647,63.64681740937516
001,1379791,56.602204751743734
001,1064338,56.39937375090039
001,1307876,55.278185297119606
001,641645,55.02964671938528
001,3406125,53.49498711602676
001,3591203,53.00133671095184
001,3188994,52.57662966308933
001,2248816,50.211792673533324
001,4233668,49.49626622143923
001,1544747,49.23991849581385
001,3956676,49.03708749497051
001,939066,47.827910637801494
001,4278843,47.4222486361148
001,3887224,46.45037445839534
001,1672947,45.24119760122632
001,2285900,45.18768087644429
001,1537096,45.03836660038297
001,657511,44.83553559953963
001,3137567,44.17352587222757
001,3067366,44.17352587222757
001,4475855,43.71434714575884
001,4015262,43.71434714575884
001,2546359,43.561606119303796
001,2925050,42.248822562964456
001,870540,42.04599156212111
001,531055,41.84316056127777
001,2220039,40.06777152807597
001,3336602,39.45927852554594
001,1545755,39.45927852554594
001,1792127,39.05361652385925
001,756736,39.05361652385925
001,3348885,38.59443779739053
001,1037440,38.33809007176516
001,1895369,37.87891134529644
001,1537099,37.07539648981411
001,2285340,36.872565488970764
001,3322866,36.66973448812742
001,4024125,36.61621776334539
001,2680889,36.46690348728408
001,3663737,36.26407248644073
001,3427513,36.26407248644073
001,2218986,36.26407248644073
001,3698450,36.210555761658696
001,3759677,35.95420803603332
001,2259905,35.75137703518998
001,349359,35.548546034346636
001,3764883,35.345715033503296
001,3539516,35.29219830872127
001,1431035,34.95547966424699
001,2684749,34.488683453238934
001,858759,34.488683453238934
001,1952708,34.42735758056586
001,2284799,34.28585245239559
001,1088900,33.8801904507089
001,3304029,33.677359449865556
001,2920750,33.677359449865556
001,938917,33.677359449865556
001,918657,33.677359449865556
001,2496972,33.62384272508353
001,4027448,33.474528449022216
001,601289,33.474528449022216
001,582116,33.474528449022216
001,938924,33.015349722553495
001,1471141,32.75900199692812
001,744647,32.75900199692812
001,831798,32.70548527214609
001,3404517,32.556170996084774
001,1231975,32.2998232704594
001,941962,32.104801417507105
001,2733919,31.637813543147338
001,1006308,31.496308414977072
001,3514144,31.389274965413012
001,2422418,31.293477414133726
001,500559,31.090646413290386
001,4340028,30.983612963726323
001,2835583,30.88781541244704
001,2320266,30.88781541244704
001,1714877,30.88781541244704
001,423717,30.88781541244704
001,3737104,30.684984411603697
001,910212,30.684984411603697
001,528654,30.684984411603697
001,3779356,30.631467686821665
001,1895256,30.631467686821665
001,3357195,30.428636685978322
001,4012012,30.225805685134976
001,3203445,30.225805685134976
001,902620,30.225805685134976
001,467226,30.172288960352944
001,4012726,29.969457959509604
001,3112017,29.969457959509604
001,3370038,29.76662695866626
001,3018986,29.30744823219754
001,526295,29.112426379245242
001,4351441,29.05110050657217
001,3202001,29.05110050657217
003,3633987,48.62802838146915
003,2493696,44.429712629953826
003,3633994,41.89678580294628
003,3816475,40.75369835496104
003,3633998,39.764825022989214
003,3633980,38.29812348228675
003,3634007,38.0166871681748
003,3634028,37.98255829783123
003,4568648,37.146654706858776
003,3816474,36.24394140793586
003,771055,36.12907018681387
003,3633960,35.411378611534445
003,2512656,33.96594418168547
003,3634019,33.85515221929136
003,3633985,33.85515221929136
003,3816476,33.80864022349853
003,3633992,33.57371590517941
003,3634021,33.29227959106746
003,3634009,33.2581507207239
003,1866348,33.177031220546674
003,2025735,32.53337151132657
003,771054,32.40869791629197
003,3633986,31.633666587793673
003,3633975,31.194447681453962
003,2591897,30.154103287601124
003,3572008,29.522972918690087
003,311950,29.522972918690087
003,3634008,29.41218095629598
003,3181204,29.352646893062964
003,3133900,29.352646893062964
003,4359547,29.301078685897338
003,3634010,29.13074464218403
003,3816493,28.916532407988036
003,3136339,28.879313209469988
003,4359549,28.50372013524048
003,2683008,28.18982321418966
003,3634029,28.13508374436498
003,3633995,27.59578536079443
003,3633978,27.59578536079443
003,775721,27.59578536079443
003,3634011,27.472131638910238
003,3633977,27.472131638910238
003,4062395,27.459269879420155
003,3633991,27.31434904668248
003,1491173,27.301487287192394
003,3634033,27.19069532479829
003,3634024,27.19069532479829
003,3634018,27.19069532479829
003,3633981,27.03291273257053
003,3633972,27.03291273257053
003,1464662,26.906592985307718
003,3816486,26.852829368718105
003,2969120,26.624622606500136
003,3816482,26.47047850023279
003,3816481,26.47047850023279
003,2515480,26.37537139070993
003,4419952,26.320725212813418
003,2189740,26.320725212813418
003,2634144,26.21758879848217
003,3581843,26.184479801289022
003,497663,26.11451473348207
003,2526252,26.042605893653302
003,4456017,25.711132024605742
003,4009812,25.711132024605742
003,3303612,25.395566840150224
003,796227,25.395566840150224
003,3634027,25.250646007412545
003,3633983,25.250646007412545
003,2381196,25.237784247922463
003,3634023,25.092863415184787
003,3634032,24.9692096933006
003,3633976,24.9692096933006
003,3633973,24.9692096933006
003,4037132,24.922219063466944
003,3197173,24.5609195672302
003,4341273,24.46053907755247
003,4209547,24.46053907755247
003,4033717,24.46053907755247
003,2112029,24.46053907755247
003,1015247,24.46053907755247
003,396539,24.46053907755247
003,1440107,24.436341946474606
003,998895,24.436341946474606
003,948876,24.436341946474606
003,311995,24.436341946474606
003,3816477,24.417528184280783
003,3816492,24.40677546096286
003,3017823,24.35740266322122
003,2864374,24.153885759212237
003,4541547,24.120776762019087
003,436974,24.120776762019087
003,3816495,24.035177315795465
003,3816494,24.035177315795465
003,3651937,23.874671305058172
003,3965220,23.647428985335807
003,3887275,23.647428985335807
003,1457523,23.543335047185295
003,3593336,23.48964639310805
003,340482,23.48964639310805
005,2481095,44.94946319433229
005,1216386,40.51746863972501
005,1718894,39.8987985266363
005,228208,37.92610957021787
005,2960705,37.70812719007924
005,581486,33.71209739574922
005,1971648,31.2799149954705
005,2847257,30.350112568673882
005,2794706,29.498085221280565
005,4050164,28.828763226698694
005,3837803,27.719250391253972
005,3837817,27.59774612335231
005,2868266,27.476241855450645
005,2868570,27.424092501875812
005,2026935,27.424092501875812
005,3874133,26.688743771634797
005,3837806,25.574405285440715
005,497937,25.284073046811912
005,2925675,24.94941204952098
005,3837780,24.158585787037442
005,3837963,24.03708151913578
005,2342133,23.996080939141336
005,3613330,23.87940232198903
005,2366860,23.87940232198903
005,2298279,23.87940232198903
005,324857,23.87940232198903
005,3837474,23.6614199418504
005,3837805,23.55106444752912
005,3837319,23.55106444752912
005,3837317,23.429560179627458
005,2318422,23.377410826052625
005,1177360,23.377410826052625
005,1410956,23.065047375922465
005,3011456,22.943543108020805
005,3837813,22.932394334440417
005,3011504,22.822038840119138
005,3011383,22.822038840119138
005,2455819,22.822038840119138
005,1973920,22.822038840119138
005,1002204,22.822038840119138
005,714503,22.822038840119138
005,1175852,22.474731597166144
005,1146790,22.474731597166144
005,606556,22.256749217027515
005,3837979,22.01374068122419
005,2346146,21.972740101229743
005,2235233,21.972740101229743
005,1546425,21.903896168951917
005,3837521,21.89223641332252
005,3498250,21.82770714974505
005,3837824,21.770732145420858
005,1357492,21.770732145420858
005,3837686,21.649227877519195
005,3837810,21.52772360961753
005,3837944,21.516574836037144
005,4036129,21.406219341715868
005,3837985,21.186739489495565
005,4597420,21.07006087234326
005,1545762,21.07006087234326
005,3872727,21.041706538010875
005,3328811,20.92020227010921
005,3011368,20.92020227010921
005,2951193,20.92020227010921
005,2635580,20.92020227010921
005,2448447,20.92020227010921
005,3837807,20.909053496528824
005,1705059,20.70072241788891
005,2854401,20.56806937640686
005,2284912,20.56806937640686
005,865058,20.56806937640686
005,539237,20.56806937640686
005,262511,20.56806937640686
005,262509,20.56806937640686
005,3837652,20.23340837911592
005,1157228,20.23340837911592
005,4293696,20.11190411121426
005,3371935,19.925870579735122
005,2868265,19.86889557541093
005,910247,19.86889557541093
005,3312490,19.747391307509268
005,2635490,19.713506552056725
005,4083089,19.665390147520377
005,3982541,19.665390147520377
005,1681373,19.665390147520377
005,1096639,19.665390147520377
005,581723,19.665390147520377
005,3837814,19.6258870396076
005,3837812,19.6258870396076
005,1203577,19.6258870396076
005,1612268,19.504382771705938
005,3837522,19.371729730223887
005,3381409,19.26137423590261
005,3011355,19.26137423590261
005,948907,19.26137423590261
005,3837689,19.163398651583975
005,3011503,19.139869968000948
005,1000555,19.139869968000948
005,4047576,19.01836570009928
005,3011402,19.01836570009928
007,1842013,110.78743063642055
007,3743218,39.435371898693944
007,4466985,31.595617867891363
007,1048470,31.135303790337137
007,1027498,30.671955921206404
007,3137352,28.48208748885765
007,344793,28.48208748885765
007,271306,28.481101926834516
007,3456337,28.02177341130342
007,3206742,28.02177341130342
007,3886616,26.29024793246263
007,3727653,26.29024793246263
007,3377955,26.29024793246263
007,1705216,26.29024793246263
007,714923,26.29024793246263
007,1548354,25.892806808052413
007,3741591,24.90824303226971
007,3449936,24.90824303226971
007,2995731,24.90824303226971
007,1347463,24.90824303226971
007,316738,24.90824303226971
007,3903052,24.099393938090746
007,3535011,24.099393938090746
007,3310552,24.099393938090746
007,3098464,24.099393938090746
007,2383554,24.099393938090746
007,1484715,24.099393938090746
007,1478321,24.099393938090746
007,808448,24.099393938090746
007,808444,24.099393938090746
007,271141,24.099393938090746
007,244490,24.099393938090746
007,4466994,23.30352612724717
007,4466990,23.30352612724717
007,4466955,23.30352612724717
007,3973028,23.30352612724717
007,3915077,23.30352612724717
007,3142910,23.30352612724717
007,2901581,23.30352612724717
007,2624619,23.30352612724717
007,4530313,21.908539943718857
007,3462316,21.908539943718857
007,1918633,21.908539943718857
007,1356817,21.908539943718857
007,808458,21.908539943718857
007,676100,21.908539943718857
007,271645,21.908539943718857
007,271149,21.908539943718857
007,4307553,21.794712653235997
